Age,Attrition,BusinessTravel,DailyRate,Department,Education,EducationField,EnvironmentSatisfaction,Gender,EmployeeNumber,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Experience_Band,Leadership_Flag,Income_Band,Promoted_Recently
37,No,Travel_Rarely,446,Research & Development,4,Life Sciences,2,Female,635,65,3,2,Manufacturing Director,2,Married,6447,15701,No,12,3,2,1,8,2,2,6,5,4,3,6-10 years,No,High,Yes
49,No,Travel_Rarely,1245,Research & Development,4,Life Sciences,4,Male,638,58,2,5,Research Director,3,Divorced,19502,2125,Yes,17,3,3,1,31,5,3,31,9,0,9,10+ years,Yes,Very High,No
24,No,Travel_Rarely,691,Research & Development,3,Medical,2,Male,639,89,4,1,Research Scientist,4,Married,2725,21630,Yes,11,3,2,2,6,3,3,6,5,1,4,6-10 years,No,Low,Yes
26,No,Travel_Rarely,703,Sales,2,Marketing,1,Male,641,66,3,2,Sales Executive,2,Married,6272,7428,No,20,4,4,2,6,5,4,5,3,1,4,6-10 years,No,High,Yes
24,No,Travel_Rarely,823,Research & Development,2,Other,4,Male,643,94,2,1,Laboratory Technician,2,Married,2127,9100,No,21,4,4,1,1,2,3,1,0,0,0,0-2 years,No,Low,No
50,No,Travel_Frequently,1246,Human Resources,3,Medical,1,Male,644,99,3,5,Manager,2,Married,18200,7999,No,11,3,3,1,32,2,3,32,5,10,7,10+ years,Yes,Very High,Yes
25,No,Travel_Rarely,622,Sales,1,Medical,2,Male,645,40,3,1,Sales Representative,3,Married,2096,26376,No,11,3,3,0,7,1,3,7,4,0,6,6-10 years,No,Low,No
24,Yes,Travel_Frequently,1287,Research & Development,3,Life Sciences,1,Female,647,55,3,1,Laboratory Technician,3,Married,2886,14168,Yes,16,3,4,1,6,4,3,6,3,1,2,6-10 years,No,Low,Yes
30,Yes,Travel_Frequently,448,Sales,4,Life Sciences,2,Male,648,74,2,1,Sales Representative,1,Married,2033,14470,No,18,3,3,1,1,2,4,1,0,0,0,0-2 years,No,Low,No
34,No,Travel_Rarely,254,Research & Development,2,Life Sciences,2,Male,649,83,2,1,Research Scientist,4,Married,3622,22794,Yes,13,3,4,1,6,3,3,6,5,1,3,6-10 years,No,Medium,Yes
31,Yes,Travel_Rarely,1365,Sales,4,Medical,2,Male,650,46,3,2,Sales Executive,1,Divorced,4233,11512,No,17,3,3,0,9,2,1,3,1,1,2,6-10 years,No,Medium,Yes
35,No,Travel_Rarely,538,Research & Development,2,Other,1,Male,652,54,2,2,Laboratory Technician,4,Single,3681,14004,No,14,3,4,0,9,3,3,3,2,0,2,6-10 years,No,Medium,No
31,No,Travel_Rarely,525,Sales,4,Medical,1,Male,653,66,4,2,Sales Executive,4,Divorced,5460,6219,No,22,4,4,2,13,4,4,7,7,5,7,10+ years,No,Medium,Yes
27,No,Travel_Rarely,798,Research & Development,4,Medical,1,Female,655,66,2,1,Research Scientist,3,Divorced,2187,5013,No,12,3,3,2,6,5,2,5,3,0,3,6-10 years,No,Low,No
37,No,Travel_Rarely,558,Sales,3,Marketing,4,Male,656,75,3,2,Sales Executive,3,Married,9602,3010,Yes,11,3,3,1,17,3,2,3,0,1,0,10+ years,No,High,Yes
20,No,Travel_Rarely,959,Research & Development,3,Life Sciences,4,Female,657,83,2,1,Research Scientist,2,Single,2836,11757,No,13,3,4,0,1,0,4,1,0,0,0,0-2 years,No,Low,No
42,No,Travel_Rarely,622,Research & Development,4,Life Sciences,3,Female,659,81,3,2,Healthcare Representative,4,Married,4089,5718,No,13,3,2,2,10,4,3,10,2,2,2,6-10 years,No,Medium,Yes
43,No,Travel_Rarely,782,Research & Development,4,Other,2,Male,661,50,2,4,Research Director,4,Divorced,16627,2671,Yes,14,3,3,1,21,3,2,1,0,0,0,10+ years,Yes,Very High,No
38,No,Travel_Rarely,362,Research & Development,1,Life Sciences,3,Female,662,43,3,1,Research Scientist,1,Single,2619,14561,No,17,3,4,0,8,3,2,0,0,0,0,6-10 years,No,Low,No
43,No,Travel_Frequently,1001,Research & Development,5,Medical,4,Male,663,72,3,2,Laboratory Technician,3,Divorced,5679,19627,Yes,13,3,2,1,10,3,3,8,7,4,7,6-10 years,No,Medium,Yes
48,No,Travel_Rarely,1236,Research & Development,4,Life Sciences,4,Female,664,40,2,4,Manager,1,Married,15402,17997,No,11,3,1,1,21,3,1,3,2,0,2,10+ years,Yes,Very High,No
44,No,Travel_Rarely,1112,Human Resources,4,Life Sciences,1,Female,665,50,2,2,Human Resources,3,Single,5985,26894,No,11,3,2,0,10,1,4,2,2,0,2,6-10 years,No,Medium,No
34,No,Travel_Rarely,204,Sales,3,Technical Degree,3,Female,666,31,3,1,Sales Representative,3,Divorced,2579,2912,Yes,18,3,4,2,8,3,3,8,2,0,6,6-10 years,No,Low,No
27,Yes,Travel_Rarely,1420,Sales,1,Marketing,3,Male,667,85,3,1,Sales Representative,1,Divorced,3041,16346,No,11,3,2,1,5,3,3,4,3,0,2,3-5 years,No,Medium,No
21,No,Travel_Rarely,1343,Sales,1,Technical Degree,3,Male,669,49,3,1,Sales Representative,3,Single,3447,24444,No,11,3,3,0,3,2,3,3,2,1,2,3-5 years,No,Medium,Yes
44,No,Travel_Rarely,1315,Research & Development,4,Other,4,Male,671,35,3,5,Manager,4,Married,19513,9358,Yes,12,3,1,1,26,2,4,2,2,0,1,10+ years,Yes,Very High,No
22,No,Travel_Rarely,604,Research & Development,1,Medical,1,Male,675,69,3,1,Research Scientist,3,Married,2773,12145,No,20,4,4,0,3,3,3,2,2,2,2,3-5 years,No,Low,Yes
33,No,Travel_Rarely,1216,Sales,4,Marketing,3,Male,677,39,3,2,Sales Executive,3,Divorced,7104,20431,No,12,3,4,0,6,3,3,5,0,1,2,6-10 years,No,High,Yes
32,No,Travel_Rarely,646,Research & Development,4,Life Sciences,1,Female,679,92,3,2,Research Scientist,4,Married,6322,18089,Yes,12,3,4,1,6,2,2,6,4,0,5,6-10 years,No,High,No
30,No,Travel_Frequently,160,Research & Development,3,Medical,3,Female,680,71,3,1,Research Scientist,3,Divorced,2083,22653,No,20,4,3,1,1,2,3,1,0,0,0,0-2 years,No,Low,No
53,No,Travel_Rarely,238,Sales,1,Medical,4,Female,682,34,3,2,Sales Executive,1,Single,8381,7507,No,20,4,4,0,18,2,4,14,7,8,10,10+ years,No,High,Yes
34,No,Travel_Rarely,1397,Research & Development,5,Life Sciences,2,Male,683,42,3,1,Research Scientist,4,Married,2691,7660,No,12,3,4,1,10,4,2,10,9,8,8,6-10 years,No,Low,Yes
45,Yes,Travel_Frequently,306,Sales,4,Life Sciences,1,Female,684,100,3,2,Sales Executive,1,Married,4286,5630,No,14,3,4,2,5,4,3,1,1,0,0,3-5 years,No,Medium,No
26,No,Travel_Rarely,991,Research & Development,3,Life Sciences,3,Female,686,71,3,1,Laboratory Technician,4,Married,2659,17759,Yes,13,3,3,1,3,2,3,3,2,0,2,3-5 years,No,Low,No
37,No,Travel_Rarely,482,Research & Development,3,Other,3,Male,689,36,3,3,Manufacturing Director,3,Married,9434,9606,No,15,3,3,1,10,2,3,10,7,7,8,6-10 years,No,High,Yes
29,No,Travel_Rarely,1176,Sales,2,Medical,2,Female,690,62,3,2,Sales Executive,3,Married,5561,3487,No,14,3,1,1,6,5,2,6,0,1,2,6-10 years,No,Medium,Yes
35,No,Travel_Rarely,1017,Research & Development,4,Life Sciences,2,Male,691,82,1,2,Research Scientist,4,Single,6646,19368,No,13,3,2,0,17,3,3,17,11,11,8,10+ years,No,High,Yes
33,No,Travel_Frequently,1296,Research & Development,3,Life Sciences,3,Male,692,30,3,2,Healthcare Representative,4,Divorced,7725,5335,No,23,4,3,1,15,2,1,13,11,4,7,10+ years,No,High,Yes
54,No,Travel_Rarely,397,Human Resources,4,Medical,3,Male,698,88,3,3,Human Resources,2,Married,10725,6729,No,15,3,3,1,16,1,4,9,7,7,1,10+ years,No,Very High,Yes
36,No,Travel_Rarely,913,Research & Development,2,Medical,2,Male,699,48,2,2,Manufacturing Director,2,Divorced,8847,13934,Yes,11,3,3,1,13,2,3,3,2,0,2,10+ years,No,High,No
27,No,Travel_Rarely,1115,Research & Development,4,Medical,1,Male,700,54,2,1,Research Scientist,4,Single,2045,15174,No,13,3,4,0,5,0,3,4,2,1,1,3-5 years,No,Low,Yes
20,Yes,Travel_Rarely,1362,Research & Development,1,Medical,4,Male,701,32,3,1,Research Scientist,3,Single,1009,26999,Yes,11,3,4,0,1,5,3,1,0,1,1,0-2 years,No,Low,Yes
33,Yes,Travel_Frequently,1076,Research & Development,3,Life Sciences,1,Male,702,70,3,1,Research Scientist,1,Single,3348,3164,Yes,11,3,1,0,10,3,3,10,8,9,7,6-10 years,No,Medium,Yes
35,No,Non-Travel,727,Research & Development,3,Life Sciences,3,Male,704,41,2,1,Laboratory Technician,3,Married,1281,16900,No,18,3,3,2,1,3,3,1,0,0,0,0-2 years,No,Low,No
23,No,Travel_Rarely,885,Research & Development,3,Medical,1,Male,705,58,4,1,Research Scientist,1,Married,2819,8544,No,16,3,1,1,5,3,4,3,2,0,2,3-5 years,No,Low,No
25,No,Travel_Rarely,810,Sales,3,Life Sciences,4,Male,707,57,4,2,Sales Executive,2,Married,4851,15678,No,22,4,3,1,4,4,3,3,2,1,2,3-5 years,No,Medium,Yes
38,No,Travel_Rarely,243,Sales,4,Marketing,4,Female,709,46,2,2,Sales Executive,4,Single,4028,7791,No,20,4,1,0,8,2,3,7,7,0,5,6-10 years,No,Medium,No
29,No,Travel_Frequently,806,Research & Development,4,Life Sciences,2,Male,710,76,1,1,Research Scientist,4,Divorced,2720,18959,No,18,3,4,1,10,5,3,10,7,2,8,6-10 years,No,Low,Yes
48,No,Travel_Rarely,817,Sales,1,Marketing,2,Male,712,56,4,2,Sales Executive,2,Married,8120,18597,No,12,3,4,0,12,3,3,2,2,2,2,10+ years,No,High,Yes
27,No,Travel_Frequently,1410,Sales,1,Medical,4,Female,714,71,4,2,Sales Executive,4,Divorced,4647,16673,Yes,20,4,2,2,6,3,3,6,5,0,4,6-10 years,No,Medium,No
37,No,Travel_Rarely,1225,Research & Development,2,Life Sciences,4,Male,715,80,4,1,Research Scientist,4,Single,4680,15232,No,17,3,1,0,4,2,3,1,0,0,0,3-5 years,No,Medium,No
50,No,Travel_Rarely,1207,Research & Development,1,Medical,4,Male,716,74,4,1,Laboratory Technician,3,Married,3221,3297,Yes,11,3,3,3,20,3,3,20,8,3,8,10+ years,No,Medium,Yes
34,No,Travel_Rarely,1442,Research & Development,3,Medical,4,Female,717,46,2,3,Healthcare Representative,2,Single,8621,17654,No,14,3,2,0,9,3,4,8,7,7,7,6-10 years,No,High,Yes
24,Yes,Travel_Rarely,693,Sales,2,Life Sciences,1,Female,720,65,3,2,Sales Executive,3,Single,4577,24785,No,14,3,1,0,4,3,3,2,2,2,0,3-5 years,No,Medium,Yes
39,No,Travel_Rarely,408,Research & Development,4,Technical Degree,4,Female,721,80,2,2,Healthcare Representative,3,Single,4553,20978,No,11,3,1,0,20,4,3,20,7,11,10,10+ years,No,Medium,Yes
32,No,Travel_Rarely,929,Sales,3,Marketing,4,Male,722,55,3,2,Sales Executive,4,Single,5396,21703,No,12,3,4,0,10,2,2,10,7,0,8,6-10 years,No,Medium,No
50,Yes,Travel_Frequently,562,Sales,2,Technical Degree,2,Male,723,50,3,2,Sales Executive,3,Married,6796,23452,Yes,14,3,1,1,18,4,3,4,3,1,3,10+ years,No,High,Yes
38,No,Travel_Rarely,827,Research & Development,4,Life Sciences,2,Female,724,33,4,2,Healthcare Representative,4,Single,7625,19383,No,13,3,3,0,10,4,2,9,7,1,8,6-10 years,No,High,Yes
27,No,Travel_Rarely,608,Research & Development,2,Life Sciences,3,Female,725,68,3,3,Manufacturing Director,1,Married,7412,6009,No,11,3,4,0,9,3,3,9,7,0,7,6-10 years,No,High,No
32,No,Travel_Rarely,1018,Research & Development,2,Life Sciences,3,Female,727,39,3,3,Research Director,4,Single,11159,19373,No,15,3,4,0,10,6,3,7,7,7,7,6-10 years,No,Very High,Yes
47,No,Travel_Rarely,703,Sales,4,Marketing,4,Male,728,42,3,2,Sales Executive,1,Single,4960,11825,No,12,3,4,0,20,2,3,7,7,1,7,10+ years,No,Medium,Yes
40,No,Travel_Frequently,580,Sales,4,Life Sciences,4,Male,729,48,2,3,Sales Executive,1,Married,10475,23772,Yes,21,4,3,1,20,2,3,18,13,1,12,10+ years,No,Very High,Yes
53,No,Travel_Rarely,970,Research & Development,3,Life Sciences,3,Male,730,59,4,4,Research Director,3,Married,14814,13514,No,19,3,3,0,32,3,3,5,1,1,3,10+ years,Yes,Very High,Yes
41,No,Travel_Rarely,427,Human Resources,4,Human Resources,2,Male,731,73,2,5,Manager,4,Divorced,19141,8861,No,15,3,2,3,23,2,2,21,6,12,6,10+ years,Yes,Very High,Yes
60,No,Travel_Rarely,1179,Sales,4,Marketing,1,Male,732,84,3,2,Sales Executive,1,Single,5405,11924,No,14,3,4,0,10,1,3,2,2,2,2,6-10 years,No,Medium,Yes
27,No,Travel_Frequently,294,Research & Development,2,Life Sciences,4,Male,733,32,3,3,Manufacturing Director,1,Divorced,8793,4809,No,21,4,3,2,9,4,2,9,7,1,7,6-10 years,No,High,Yes
41,No,Travel_Rarely,314,Human Resources,3,Human Resources,4,Male,734,59,2,5,Manager,3,Married,19189,19562,No,12,3,2,1,22,3,3,22,7,2,10,10+ years,Yes,Very High,Yes
50,No,Travel_Rarely,316,Sales,4,Marketing,4,Male,738,54,3,1,Sales Representative,2,Married,3875,9983,No,15,3,4,1,4,2,3,2,2,2,2,3-5 years,No,Medium,Yes
28,Yes,Travel_Rarely,654,Research & Development,2,Life Sciences,1,Female,741,67,1,1,Research Scientist,2,Single,2216,3872,Yes,13,3,4,0,10,4,3,7,7,3,7,6-10 years,No,Low,Yes
36,No,Non-Travel,427,Research & Development,3,Life Sciences,1,Female,742,63,4,3,Research Director,1,Married,11713,20335,No,14,3,1,1,10,2,3,8,7,0,5,6-10 years,No,Very High,No
38,No,Travel_Rarely,168,Research & Development,3,Life Sciences,3,Female,743,81,3,3,Manufacturing Director,3,Single,7861,15397,Yes,14,3,4,0,10,4,4,1,0,0,0,6-10 years,No,High,No
44,No,Non-Travel,381,Research & Development,3,Medical,1,Male,744,49,1,1,Laboratory Technician,3,Single,3708,2104,No,14,3,3,0,9,5,3,5,2,1,4,6-10 years,No,Medium,Yes
47,No,Travel_Frequently,217,Sales,3,Medical,4,Female,746,49,3,4,Sales Executive,3,Divorced,13770,10225,Yes,12,3,4,2,28,2,2,22,2,11,13,10+ years,Yes,Very High,Yes
30,No,Travel_Rarely,501,Sales,5,Marketing,3,Male,747,99,3,2,Sales Executive,4,Divorced,5304,25275,No,23,4,4,1,10,2,2,8,7,7,7,6-10 years,No,Medium,Yes
29,No,Travel_Rarely,1396,Sales,3,Life Sciences,3,Male,749,99,3,1,Sales Representative,3,Single,2642,2755,No,11,3,3,0,1,6,3,1,0,0,0,0-2 years,No,Low,No
42,Yes,Travel_Frequently,933,Research & Development,3,Medical,3,Male,752,57,4,1,Research Scientist,3,Divorced,2759,20366,Yes,12,3,4,0,7,2,3,2,2,2,2,6-10 years,No,Low,Yes
43,No,Travel_Frequently,775,Sales,3,Life Sciences,4,Male,754,47,2,2,Sales Executive,4,Married,6804,23683,No,18,3,3,1,7,5,3,2,2,2,2,6-10 years,No,High,Yes
34,No,Travel_Rarely,970,Research & Development,2,Medical,2,Female,757,96,3,2,Healthcare Representative,3,Single,6142,7360,No,11,3,4,0,10,2,3,5,1,4,3,6-10 years,No,High,Yes
23,No,Travel_Rarely,650,Research & Development,1,Medical,2,Male,758,37,3,1,Laboratory Technician,1,Married,2500,4344,No,14,3,4,1,5,2,4,4,3,0,2,3-5 years,No,Low,No
39,No,Travel_Rarely,141,Human Resources,3,Human Resources,3,Female,760,44,4,2,Human Resources,2,Married,6389,18767,No,15,3,3,1,12,3,1,8,3,3,6,10+ years,No,High,Yes
56,No,Travel_Rarely,832,Research & Development,3,Medical,3,Male,762,81,3,4,Healthcare Representative,4,Married,11103,20420,No,11,3,3,0,30,1,2,10,7,1,1,10+ years,Yes,Very High,Yes
40,No,Travel_Rarely,804,Research & Development,1,Medical,4,Female,763,86,2,1,Research Scientist,4,Single,2342,22929,Yes,20,4,4,0,5,2,2,4,2,2,3,3-5 years,No,Low,Yes
27,No,Travel_Rarely,975,Research & Development,3,Medical,4,Female,764,55,2,2,Healthcare Representative,1,Single,6811,23398,No,19,3,1,0,9,2,1,7,6,0,7,6-10 years,No,High,No
29,No,Travel_Rarely,1090,Sales,3,Marketing,4,Male,766,83,3,1,Sales Representative,2,Divorced,2297,17967,No,14,3,4,2,2,2,3,2,2,2,2,0-2 years,No,Low,Yes
53,No,Travel_Rarely,346,Research & Development,3,Life Sciences,4,Male,769,86,3,2,Laboratory Technician,4,Single,2450,10919,No,17,3,4,0,19,4,3,2,2,2,2,10+ years,No,Low,Yes
35,No,Non-Travel,1225,Research & Development,4,Life Sciences,4,Female,771,61,3,2,Healthcare Representative,1,Divorced,5093,4761,No,11,3,1,1,16,2,4,1,0,0,0,10+ years,No,Medium,No
32,No,Travel_Frequently,430,Research & Development,4,Life Sciences,1,Male,772,80,3,2,Laboratory Technician,4,Married,5309,21146,No,15,3,4,2,10,2,3,10,8,4,7,6-10 years,No,Medium,Yes
38,No,Travel_Rarely,268,Research & Development,5,Medical,4,Male,773,92,3,1,Research Scientist,3,Married,3057,20471,Yes,13,3,2,1,6,0,1,1,0,0,1,6-10 years,No,Medium,No
34,No,Travel_Rarely,167,Research & Development,5,Life Sciences,2,Female,775,32,3,2,Manufacturing Director,1,Divorced,5121,4187,No,14,3,3,1,7,3,3,0,0,0,0,6-10 years,No,Medium,No
52,No,Travel_Rarely,621,Sales,4,Marketing,3,Male,776,31,2,4,Manager,1,Married,16856,10084,No,11,3,1,0,34,3,4,34,6,1,16,10+ years,Yes,Very High,Yes
33,Yes,Travel_Rarely,527,Research & Development,4,Other,4,Male,780,63,3,1,Research Scientist,4,Single,2686,5207,Yes,13,3,3,0,10,2,2,10,9,7,8,6-10 years,No,Low,Yes
25,No,Travel_Rarely,883,Sales,1,Medical,3,Female,781,32,3,2,Sales Executive,4,Single,6180,22807,No,23,4,2,0,6,5,2,6,5,1,4,6-10 years,No,High,Yes
45,No,Travel_Rarely,954,Sales,2,Technical Degree,2,Male,783,46,1,2,Sales Representative,3,Single,6632,12388,No,13,3,1,0,9,3,3,8,7,3,1,6-10 years,No,High,Yes
23,No,Travel_Rarely,310,Research & Development,1,Medical,1,Male,784,79,4,1,Research Scientist,3,Single,3505,19630,No,18,3,4,0,2,3,3,2,2,0,2,0-2 years,No,Medium,No
47,Yes,Travel_Frequently,719,Sales,2,Life Sciences,2,Female,785,77,4,2,Sales Executive,3,Single,6397,10339,Yes,12,3,4,0,8,2,3,5,4,1,3,6-10 years,No,High,Yes
34,No,Travel_Rarely,304,Sales,3,Other,4,Male,786,60,3,2,Sales Executive,4,Single,6274,18686,No,22,4,3,0,6,5,3,6,5,1,4,6-10 years,No,High,Yes
55,Yes,Travel_Rarely,725,Research & Development,3,Medical,4,Male,787,78,3,5,Manager,1,Married,19859,21199,Yes,13,3,4,1,24,2,3,5,2,1,4,10+ years,Yes,Very High,Yes
36,No,Non-Travel,1434,Sales,4,Life Sciences,1,Male,789,76,2,3,Sales Executive,1,Single,7587,14229,No,15,3,2,0,10,1,3,10,7,0,9,6-10 years,No,High,No
52,No,Non-Travel,715,Research & Development,4,Medical,4,Male,791,41,3,1,Research Scientist,4,Married,4258,26589,No,18,3,1,1,5,3,3,4,3,1,2,3-5 years,No,Medium,Yes
26,No,Travel_Frequently,575,Research & Development,2,Life Sciences,1,Female,792,71,1,1,Laboratory Technician,4,Divorced,4364,5288,No,14,3,1,1,5,2,3,2,2,2,0,3-5 years,No,Medium,Yes
29,No,Travel_Rarely,657,Research & Development,3,Medical,2,Female,793,66,3,2,Healthcare Representative,3,Married,4335,25549,No,12,3,1,1,11,3,2,8,7,1,1,10+ years,No,Medium,Yes
26,Yes,Travel_Rarely,1146,Sales,3,Technical Degree,4,Male,796,38,2,2,Sales Executive,1,Single,5326,3064,No,17,3,3,0,6,2,2,4,3,1,2,6-10 years,No,Medium,Yes
34,No,Travel_Rarely,182,Research & Development,4,Life Sciences,2,Female,797,72,4,1,Research Scientist,4,Single,3280,13551,No,16,3,3,0,10,2,3,4,2,1,3,6-10 years,No,Medium,Yes
54,No,Travel_Rarely,376,Research & Development,4,Medical,4,Female,799,95,3,2,Manufacturing Director,1,Divorced,5485,22670,Yes,11,3,2,2,9,4,3,5,3,1,4,6-10 years,No,Medium,Yes
27,No,Travel_Frequently,829,Sales,1,Marketing,3,Male,800,84,3,2,Sales Executive,4,Married,4342,24008,No,19,3,2,1,5,3,3,4,2,1,1,3-5 years,No,Medium,Yes
37,No,Travel_Rarely,571,Research & Development,1,Life Sciences,4,Female,802,82,3,1,Research Scientist,1,Divorced,2782,19905,Yes,13,3,2,2,6,3,2,5,3,4,3,6-10 years,No,Low,Yes
38,No,Travel_Frequently,240,Research & Development,4,Life Sciences,1,Female,803,75,4,2,Manufacturing Director,1,Single,5980,26085,Yes,12,3,4,0,17,2,3,15,7,4,12,10+ years,No,Medium,Yes
34,No,Travel_Rarely,121,Research & Development,4,Medical,3,Female,804,86,2,1,Research Scientist,1,Single,4381,7530,No,11,3,3,0,6,3,3,6,5,1,3,6-10 years,No,Medium,Yes
35,No,Travel_Rarely,384,Sales,4,Life Sciences,1,Female,805,72,3,1,Sales Representative,4,Married,2572,20317,No,16,3,2,1,3,1,2,3,2,0,2,3-5 years,No,Low,No
30,No,Travel_Rarely,921,Research & Development,3,Life Sciences,4,Male,806,38,1,1,Laboratory Technician,3,Married,3833,24375,No,21,4,3,2,7,2,3,2,2,0,2,6-10 years,No,Medium,No
40,No,Travel_Frequently,791,Research & Development,2,Medical,3,Female,807,38,4,2,Healthcare Representative,2,Married,4244,9931,No,24,4,4,1,8,2,3,8,7,3,7,6-10 years,No,Medium,Yes
34,No,Travel_Rarely,1111,Sales,2,Life Sciences,3,Female,808,93,3,2,Sales Executive,1,Married,6500,13305,No,17,3,2,1,6,1,3,3,2,1,2,6-10 years,No,High,Yes
42,No,Travel_Frequently,570,Research & Development,3,Life Sciences,2,Male,809,66,3,5,Manager,4,Divorced,18430,16225,No,13,3,2,1,24,4,2,24,7,14,9,10+ years,Yes,Very High,Yes
23,Yes,Travel_Rarely,1243,Research & Development,3,Life Sciences,3,Male,811,63,4,1,Laboratory Technician,1,Married,1601,3445,Yes,21,4,3,2,1,2,3,0,0,0,0,0-2 years,No,Low,No
24,No,Non-Travel,1092,Research & Development,3,Life Sciences,3,Male,812,60,2,1,Laboratory Technician,2,Divorced,2694,26551,No,11,3,3,3,1,4,3,1,0,0,0,0-2 years,No,Low,No
52,No,Travel_Rarely,1325,Research & Development,4,Life Sciences,4,Female,813,82,3,2,Laboratory Technician,3,Married,3149,21821,No,20,4,2,1,9,3,3,5,2,1,4,6-10 years,No,Medium,Yes
50,No,Travel_Rarely,691,Research & Development,3,Medical,3,Male,815,64,3,4,Research Director,3,Married,17639,6881,No,16,3,4,0,30,3,3,4,3,0,3,10+ years,Yes,Very High,No
29,Yes,Travel_Rarely,805,Research & Development,2,Life Sciences,2,Female,816,36,2,1,Laboratory Technician,1,Married,2319,6689,Yes,11,3,4,1,1,1,3,1,0,0,0,0-2 years,No,Low,No
33,No,Travel_Rarely,213,Research & Development,3,Medical,3,Male,817,49,3,3,Research Director,3,Married,11691,25995,No,11,3,4,0,14,3,4,13,9,3,7,10+ years,No,Very High,Yes
33,Yes,Travel_Rarely,118,Sales,3,Marketing,1,Female,819,69,3,2,Sales Executive,1,Single,5324,26507,No,15,3,3,0,6,3,3,3,2,0,2,6-10 years,No,Medium,No
47,No,Travel_Rarely,202,Research & Development,2,Other,3,Female,820,33,3,4,Manager,4,Married,16752,12982,Yes,11,3,3,1,26,3,2,26,14,3,0,10+ years,Yes,Very High,Yes
36,No,Travel_Rarely,676,Research & Development,3,Other,3,Female,823,35,3,2,Manufacturing Director,2,Married,5228,23361,No,15,3,1,1,10,2,3,9,7,0,5,6-10 years,No,Medium,No
29,No,Travel_Rarely,1252,Research & Development,2,Life Sciences,3,Male,824,81,4,1,Research Scientist,3,Married,2700,23779,No,24,4,3,1,10,3,3,10,7,0,7,6-10 years,No,Low,No
58,Yes,Travel_Rarely,286,Research & Development,4,Life Sciences,4,Male,825,31,3,5,Research Director,2,Single,19246,25761,Yes,12,3,4,0,40,2,3,31,15,13,8,10+ years,Yes,Very High,Yes
35,No,Travel_Rarely,1258,Research & Development,4,Life Sciences,4,Female,826,40,4,1,Research Scientist,3,Single,2506,13301,No,13,3,3,0,7,0,3,2,2,2,2,6-10 years,No,Low,Yes
42,No,Travel_Rarely,932,Research & Development,2,Life Sciences,4,Female,827,43,2,2,Manufacturing Director,4,Married,6062,4051,Yes,13,3,4,1,8,4,3,4,3,0,2,6-10 years,No,High,No
28,Yes,Travel_Rarely,890,Research & Development,4,Medical,3,Male,828,46,3,1,Research Scientist,3,Single,4382,16374,No,17,3,4,0,5,3,2,2,2,2,1,3-5 years,No,Medium,Yes
36,No,Travel_Rarely,1041,Human Resources,3,Human Resources,3,Male,829,36,3,1,Human Resources,2,Married,2143,25527,No,13,3,2,1,8,2,3,5,2,0,4,6-10 years,No,Low,No
32,No,Travel_Rarely,859,Research & Development,3,Life Sciences,3,Female,830,98,2,2,Manufacturing Director,3,Married,6162,19124,No,12,3,3,1,14,3,3,14,13,6,8,10+ years,No,High,Yes
40,No,Travel_Frequently,720,Research & Development,4,Medical,1,Male,832,51,2,2,Laboratory Technician,3,Single,5094,11983,No,14,3,4,0,10,6,3,1,0,0,0,6-10 years,No,Medium,No
30,No,Travel_Rarely,946,Research & Development,3,Medical,3,Female,833,52,2,2,Manufacturing Director,4,Single,6877,20234,Yes,24,4,2,0,12,4,2,0,0,0,0,10+ years,No,High,No
45,No,Travel_Rarely,252,Research & Development,3,Life Sciences,2,Female,834,95,2,1,Research Scientist,3,Single,2274,6153,No,14,3,4,0,1,3,3,1,0,0,0,0-2 years,No,Low,No
42,No,Travel_Rarely,933,Research & Development,3,Life Sciences,2,Male,836,98,3,2,Manufacturing Director,2,Married,4434,11806,No,13,3,4,1,10,3,2,9,8,7,8,6-10 years,No,Medium,Yes
38,No,Travel_Frequently,471,Research & Development,3,Life Sciences,1,Male,837,45,2,2,Healthcare Representative,1,Divorced,6288,4284,No,15,3,3,1,13,3,2,4,3,1,2,10+ years,No,High,Yes
34,No,Travel_Frequently,702,Research & Development,4,Life Sciences,3,Female,838,100,2,1,Research Scientist,4,Single,2553,8306,No,16,3,3,0,6,3,3,5,2,1,3,6-10 years,No,Low,Yes
